id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,net_profit_margin,operating_profit_margin,revenue_growth_pct,profit_growth_pct,health_score,health_band
61,ABB,Dec 2012,1653,1451,202.0,12.0,33,0,19,215,33.0,145,68.0,25.0,8.771929824561402,12.220205686630369,,,6.297640653357531,Poor
62,ABB,Mar 2014,2276,2009,267.0,12.0,49,0,22,295,33.0,198,93.0,25.0,8.699472759226714,11.731107205623902,37.68905021173623,36.55172413793104,20.97732885938864,Poor
63,ABB,Mar 2015,2289,1977,312.0,14.0,48,0,15,344,34.0,229,108.0,29.0,10.004368719965049,13.630406290956751,0.5711775043936829,15.656565656565657,10.335981135468408,Poor
64,ABB,Mar 2016,2614,2250,365.0,14.0,50,3,14,398,36.0,255,120.0,29.0,9.755164498852334,13.963274674827849,14.19833988641328,11.353711790393017,12.225942087465313,Poor
65,ABB,Mar 2017,2903,2505,398.0,14.0,57,2,16,436,37.0,277,130.0,31.0,9.541853255253187,13.709955218739237,11.05585309869932,8.627450980392148,10.912203358016022,Poor
66,ABB,Mar 2018,3298,2774,525.0,16.0,117,4,16,621,35.0,401,189.0,29.0,12.15888417222559,15.918738629472406,13.60661384774371,44.7653429602888,20.0976782021159,Poor
67,ABB,Mar 2019,3679,3074,605.0,16.0,113,2,17,699,36.0,450,212.0,31.0,12.231584669747214,16.444686055993476,11.552456033959979,12.219451371571077,13.357262698828418,Poor
68,ABB,Mar 2020,4093,3336,757.0,18.0,114,9,60,803,26.0,593,279.0,90.0,14.488150500855118,18.49499144881505,11.25305789616744,31.77777777777777,18.501109719690092,Poor
69,ABB,Mar 2021,4310,3388,922.0,21.0,81,18,58,926,25.0,691,325.0,85.0,16.03248259860789,21.392111368909514,5.301734668946989,16.526138279932546,15.592952780031126,Poor
70,ABB,Mar 2022,4913,3832,1082.0,22.0,83,19,66,1080,26.0,799,376.0,73.0,16.26297577854671,22.023203745165887,13.990719257540608,15.629522431259035,17.40990219487371,Poor
71,ABB,Mar 2023,5349,4143,1206.0,23.0,154,16,70,1274,25.0,949,447.0,73.0,17.74163395027108,22.546270330902974,8.874414817830246,18.77346683354193,17.615947614626652,Poor
72,ABB,Mar 2024,5849,4396,1453.0,25.0,248,12,71,1618,26.0,1201,565.0,73.0,20.533424517011454,24.84185330825782,9.347541596560106,26.55426765015807,20.792945196924418,Poor
73,ABB,TTM,6066,4519,1547.0,26.0,265,11,72,1728,,1285,605.0,,21.183646554566433,25.502802505769868,3.710035903573261,6.99417152373023,16.146776203561586,Poor
86,ADANIENSOL,Mar 2014,0,0,0.0,,0,0,0,0,0.0,0,0.0,,,,,,0.0,Poor
87,ADANIENSOL,Mar 2015,131,29,101.0,78.0,3,73,37,-5,34.0,-7,0.0,0.0,-5.343511450381679,77.09923664122137,,,21.526717557251906,Poor
88,ADANIENSOL,Mar 2016,2194,267,1927.0,88.0,70,957,560,480,23.0,368,3.0,0.0,16.773017319963536,87.83044667274385,1574.8091603053435,-5357.142857142857,0.0,Poor
89,ADANIENSOL,Mar 2017,2876,893,1983.0,69.0,22,904,569,532,22.0,416,4.0,0.0,14.464534075104313,68.94993045897078,31.084776663628077,13.043478260869556,33.84999034512205,Poor
90,ADANIENSOL,Mar 2018,3944,1118,2826.0,72.0,111,886,579,1472,22.0,1143,10.0,0.0,28.98073022312373,71.65314401622717,37.134909596662034,174.7596153846154,72.56906726806076,Good
91,ADANIENSOL,Mar 2019,7305,4528,2778.0,38.0,336,1391,882,840,33.0,559,5.0,0.0,7.652292950034223,38.02874743326489,85.21805273833671,-51.0936132983377,20.529200002989533,Poor
92,ADANIENSOL,Mar 2020,11416,7158,4258.0,37.0,261,2238,1174,1107,36.0,706,7.0,0.0,6.184302733006307,37.29852838121934,56.27652292950034,26.296958855098396,29.55954569118744,Poor
93,ADANIENSOL,Mar 2021,9926,5976,3950.0,40.0,1115,2117,1329,1620,20.0,1290,11.0,0.0,12.996171670360667,39.79447914567802,-13.051857042747017,82.71954674220963,29.770733184704127,Poor
94,ADANIENSOL,Mar 2022,11258,7051,4206.0,37.0,1286,2365,1427,1700,27.0,1236,11.0,0.0,10.978859477704743,37.360099484810796,13.419302841023573,-4.1860465116279055,16.348338954633796,Poor
95,ADANIENSOL,Mar 2023,13293,8775,4518.0,34.0,1583,2781,1608,1712,25.0,1281,11.0,0.0,9.636650868878357,33.98781313473256,18.076034819683784,3.6407766990291357,17.43070150482586,Poor
96,ADANIENSOL,Mar 2024,16607,10896,5711.0,30.0,611,2767,1776,1780,33.0,1196,10.0,0.0,7.201782380923707,34.38911302462817,24.93041450387421,-6.635441061670566,16.13626331010629,Poor
97,ADANIENSOL,TTM,22099,15507,6592.0,,-844,3183,1912,653,,589,6.0,,2.665278971899181,29.829404045431918,33.07039200337207,-50.75250836120402,6.21198163363294,Poor
98,ADANIENT,Mar 2013,46375,40354,6021.0,13.0,1775,3492,2298,2005,39.0,1218,15.0,10.0,2.6264150943396225,12.983288409703503,,,4.682911051212938,Poor
99,ADANIENT,Mar 2014,54947,45564,9383.0,17.0,1157,5703,3223,1614,-64.0,2646,20.0,7.0,4.815549529546654,17.07645549347553,18.484097035040435,117.24137931034484,33.712696775983716,Poor
100,ADANIENT,Mar 2015,64465,52015,12450.0,19.0,792,7056,3522,2663,14.0,2298,18.0,8.0,3.564725044597844,19.312805398278137,17.322146796003413,-13.151927437641719,7.697303004535133,Poor
101,ADANIENT,Mar 2016,34008,32325,1684.0,5.0,1044,1357,314,1056,7.0,1000,9.0,4.0,2.9404845918607387,4.951776052693484,-47.245792290390135,-56.48389904264578,0.0,Poor
102,ADANIENT,Mar 2017,36533,34631,1902.0,5.0,749,1257,315,1079,25.0,925,9.0,4.0,2.5319574083705145,5.206251881860236,7.424723594448368,-7.499999999999996,2.3064075059588998,Poor
103,ADANIENT,Mar 2018,35924,33886,2038.0,6.0,363,1250,664,487,23.0,594,7.0,6.0,1.653490702594366,5.673087629439929,-1.666986012646099,-35.78378378378378,0.0,Poor
104,ADANIENT,Mar 2019,40379,38409,1969.0,5.0,504,1625,390,459,32.0,506,7.0,6.0,1.2531266252259838,4.876297085118502,12.401180269457734,-14.814814814814813,1.3561002040319297,Poor
105,ADANIENT,Mar 2020,43403,41108,2294.0,5.0,872,1572,472,1122,29.0,1040,10.0,10.0,2.3961477317236133,5.285348939013432,7.489041333366364,105.53359683794467,24.908976635483324,Poor
106,ADANIENT,Mar 2021,39537,37031,2506.0,6.0,494,1377,537,1086,31.0,1046,8.0,12.0,2.645623087234742,6.338366593317652,-8.907218395041816,0.5769230769230749,1.0291378405419696,Poor
107,ADANIENT,Mar 2022,69420,65707,3714.0,5.0,1012,2526,1248,952,50.0,788,7.0,14.0,1.135119562085854,5.3500432152117545,75.58236588512027,-24.665391969407267,12.128943616331883,Poor
108,ADANIENT,Mar 2023,127540,118722,8818.0,7.0,834,3969,2436,3247,32.0,2422,22.0,6.0,1.899012074643249,6.913909361768857,83.72227023912417,207.36040609137058,60.860411697022585,Average
109,ADANIENT,Mar 2024,96421,85044,11377.0,12.0,1146,4555,3042,4926,33.0,3335,28.0,5.0,3.458790097592848,11.799296833677312,-24.39940410851498,37.69611890999174,7.2367690396764,Poor
110,ADANIENT,TTM,102311,88418,13893.0,14.0,1489,4150,3541,7691,,6086,49.0,,5.948529483633235,13.579185033867326,6.108627788552279,82.48875562218892,23.57779103739841,Poor
111,ADANIGREEN,Mar 2017,502,98,403.0,80.0,80,334,333,-184,-75.0,-47,0.0,0.0,-9.362549800796813,80.2788844621514,,,21.274900398406373,Poor
112,ADANIGREEN,Mar 2018,1480,637,843.0,57.0,42,552,543,-210,-35.0,-138,-1.0,0.0,-9.324324324324325,56.95945945945946,194.8207171314741,193.61702127659575,91.97808822215453,Excellent
113,ADANIGREEN,Mar 2019,2058,532,1526.0,74.0,73,1121,1062,-585,-19.0,-475,-3.0,0.0,-23.080660835762874,74.14965986394559,39.05405405405404,244.20289855072465,71.97209022941055,Good
114,ADANIGREEN,Mar 2020,2549,1098,1450.0,57.0,-111,995,394,-50,23.0,-68,0.0,0.0,-2.6677128285602194,56.88505296194586,23.85811467444121,-85.68421052631578,3.899982869640777,Poor
115,ADANIGREEN,Mar 2021,3124,883,2241.0,72.0,391,1953,486,193,6.0,182,1.0,0.0,5.8258642765685025,71.73495518565942,22.557865829737157,-367.6470588235294,0.0,Poor
116,ADANIGREEN,Mar 2022,5133,1621,3512.0,68.0,507,2617,849,553,12.0,489,3.0,0.0,9.526592635885448,68.42002727449834,64.30857874519846,168.68131868131866,69.98196545841856,Good
117,ADANIGREEN,Mar 2023,7776,2806,4970.0,64.0,667,2911,1300,1426,32.0,973,6.0,0.0,12.512860082304528,63.91460905349794,51.490356516656924,98.97750511247443,53.02181306656701,Average
118,ADANIGREEN,Mar 2024,9220,1902,7318.0,79.0,1262,5006,1903,1671,25.0,1260,7.0,0.0,13.665943600867678,79.3709327548807,18.569958847736622,29.496402877697836,37.5243352518114,Weak
119,ADANIGREEN,TTM,10782,2682,8100.0,75.0,891,4959,2323,1709,,1928,9.0,0.0,17.881654609534408,75.12520868113522,16.941431670281993,53.015873015873005,41.893519924431885,Weak
120,ADANIPORTS,Mar 2013,3577,1195,2382.0,67.0,344,542,422,1762,7.0,1639,8.0,12.0,45.820519988817445,66.59211629857423,,,33.7237908862175,Poor
121,ADANIPORTS,Mar 2014,4830,1910,2919.0,60.0,685,977,649,1978,12.0,1741,8.0,12.0,36.04554865424431,60.43478260869565,35.029354207436405,6.223306894447833,37.194631599258834,Weak
122,ADANIPORTS,Mar 2015,6152,2250,3902.0,63.0,686,1175,912,2501,7.0,2324,11.0,10.0,37.77633289986996,63.42652795838751,27.370600414078684,33.486502010338896,42.53227874236076,Weak
123,ADANIPORTS,Mar 2016,7109,2532,4577.0,64.0,730,1124,1063,3119,9.0,2856,14.0,8.0,40.17442678295119,64.38317625545083,15.555916775032518,22.891566265060238,39.05677751953916,Weak
124,ADANIPORTS,Mar 2017,8439,3021,5418.0,64.0,1037,1116,1160,4179,7.0,3902,19.0,7.0,46.23770588932338,64.20191965872733,18.708679139119422,36.62464985994398,44.1985534642279,Weak
125,ADANIPORTS,Mar 2018,11323,4166,7157.0,63.0,844,1579,1188,5234,30.0,3690,18.0,11.0,32.588536606906295,63.20763048662016,34.17466524469723,-5.43311122501281,34.48716093199482,Poor
126,ADANIPORTS,Mar 2019,10925,4330,6596.0,60.0,1289,1385,1373,5126,21.0,4045,19.0,1.0,37.02517162471396,60.37528604118994,-3.5149695310430107,9.620596205962052,30.441262634754978,Poor
127,ADANIPORTS,Mar 2020,11873,5926,5947.0,50.0,1928,1951,1680,4244,11.0,3785,19.0,17.0,31.8790533142424,50.08843594710688,8.67734553775743,-6.427688504326334,25.040178185091005,Poor
128,ADANIPORTS,Mar 2021,12550,3862,8688.0,69.0,1967,2255,2107,6292,20.0,5049,25.0,20.0,40.23107569721115,69.22709163346613,5.702012970605574,33.39498018494056,40.656848830312406,Weak
129,ADANIPORTS,Mar 2022,17119,7591,9528.0,56.0,1832,2544,3099,5717,13.0,4953,23.0,22.0,28.93276476429698,55.65745662713943,36.40637450199202,-1.9013666072489555,32.278067996379534,Poor
130,ADANIPORTS,Mar 2023,20852,9905,10947.0,52.0,327,2363,3425,5487,2.0,5391,25.0,20.0,25.85363514291195,52.498561289084975,21.806180267539,8.843125378558447,29.635520058818567,Poor
131,ADANIPORTS,Mar 2024,26711,11121,15589.0,58.0,671,2733,3888,9639,16.0,8104,38.0,16.0,30.339560480700833,58.36172363445772,28.098024170343372,50.324615099239466,42.294913088464135,Weak
132,ADANIPORTS,TTM,28443,11278,17165.0,60.0,1039,2591,4053,11560,,9743,45.0,,34.25447386000071,60.348767710860315,6.484219984276152,20.224580454096742,33.72273255893288,Poor
133,ADANIPORTS,Mar 2013,3577,1195,2382.0,67.0,344,542,422,1762,7.0,1639,8.0,12.0,45.820519988817445,66.59211629857423,-87.42397074851458,-83.17766601662733,0.0,Poor
134,ADANIPORTS,Mar 2014,4830,1910,2919.0,60.0,685,977,649,1978,12.0,1741,8.0,12.0,36.04554865424431,60.43478260869565,35.029354207436405,6.223306894447833,37.194631599258834,Weak
135,ADANIPORTS,Mar 2015,6152,2250,3902.0,63.0,686,1175,912,2501,7.0,2324,11.0,10.0,37.77633289986996,63.42652795838751,27.370600414078684,33.486502010338896,42.53227874236076,Weak
136,ADANIPORTS,Mar 2016,7109,2532,4577.0,64.0,730,1124,1063,3119,9.0,2856,14.0,8.0,40.17442678295119,64.38317625545083,15.555916775032518,22.891566265060238,39.05677751953916,Weak
137,ADANIPORTS,Mar 2017,8439,3021,5418.0,64.0,1037,1116,1160,4179,7.0,3902,19.0,7.0,46.23770588932338,64.20191965872733,18.708679139119422,36.62464985994398,44.1985534642279,Weak
138,ADANIPORTS,Mar 2018,11323,4166,7157.0,63.0,844,1579,1188,5234,30.0,3690,18.0,11.0,32.588536606906295,63.20763048662016,34.17466524469723,-5.43311122501281,34.48716093199482,Poor
139,ADANIPORTS,Mar 2019,10925,4330,6596.0,60.0,1289,1385,1373,5126,21.0,4045,19.0,1.0,37.02517162471396,60.37528604118994,-3.5149695310430107,9.620596205962052,30.441262634754978,Poor
140,ADANIPORTS,Mar 2020,11873,5926,5947.0,50.0,1928,1951,1680,4244,11.0,3785,19.0,17.0,31.8790533142424,50.08843594710688,8.67734553775743,-6.427688504326334,25.040178185091005,Poor
141,ADANIPORTS,Mar 2021,12550,3862,8688.0,69.0,1967,2255,2107,6292,20.0,5049,25.0,20.0,40.23107569721115,69.22709163346613,5.702012970605574,33.39498018494056,40.656848830312406,Weak
142,ADANIPORTS,Mar 2022,17119,7591,9528.0,56.0,1832,2544,3099,5717,13.0,4953,23.0,22.0,28.93276476429698,55.65745662713943,36.40637450199202,-1.9013666072489555,32.278067996379534,Poor
143,ADANIPORTS,Mar 2023,20852,9905,10947.0,52.0,327,2363,3425,5487,2.0,5391,25.0,20.0,25.85363514291195,52.498561289084975,21.806180267539,8.843125378558447,29.635520058818567,Poor
144,ADANIPORTS,Mar 2024,26711,11121,15589.0,58.0,671,2733,3888,9639,16.0,8104,38.0,16.0,30.339560480700833,58.36172363445772,28.098024170343372,50.324615099239466,42.294913088464135,Weak
145,ADANIPORTS,TTM,28443,11278,17165.0,60.0,1039,2591,4053,11560,,9743,45.0,,34.25447386000071,60.348767710860315,6.484219984276152,20.224580454096742,33.72273255893288,Poor
146,ADANIPOWER,Mar 2013,6692,5732,960.0,14.0,215,1703,1290,-1818,26.0,-2295,-10.0,0.0,-34.294680215182304,14.34548714883443,,,0.0,Poor
147,ADANIPOWER,Mar 2014,15328,10735,4593.0,30.0,137,4162,1937,-1370,-79.0,-291,-1.0,0.0,-1.8984864300626305,29.964770354906058,129.0496114763897,-87.3202614379085,16.765755185149267,Poor
148,ADANIPOWER,Mar 2015,18683,14005,4678.0,25.0,1188,4864,1818,-816,0.0,-816,-3.0,0.0,-4.367606915377617,25.03880533104962,21.888048016701454,180.4123711340206,46.66144335484601,Weak
149,ADANIPOWER,Mar 2016,25377,16575,8802.0,35.0,-201,5560,2666,375,-47.0,551,2.0,0.0,2.171257437837412,34.6849509398274,35.829363592570786,-167.52450980392157,0.0,Poor
150,ADANIPOWER,Mar 2017,22616,16635,5980.0,26.0,-3666,5902,2672,-6260,-1.0,-6174,-16.0,0.0,-27.299257163070394,26.44145737530951,-10.879930645860425,-1220.508166969147,0.0,Poor
151,ADANIPOWER,Mar 2018,20304,14868,5436.0,27.0,754,5570,2699,-2079,0.0,-2103,-5.0,0.0,-10.35756501182033,26.773049645390074,-10.222851078882211,-65.93780369290573,0.0,Poor
152,ADANIPOWER,Mar 2019,23884,18901,4983.0,21.0,2448,5657,2751,-976,1.0,-984,-3.0,0.0,-4.119912912409982,20.86333947412494,17.63199369582349,-53.20970042796005,0.0,Poor
153,ADANIPOWER,Mar 2020,26468,20734,5734.0,22.0,323,5315,3006,-2265,0.0,-2275,-6.0,0.0,-8.595284872298626,21.66389602538915,10.818958298442482,131.1991869918699,32.324212403989634,Poor
154,ADANIPOWER,Mar 2021,26221,17533,8688.0,33.0,1909,5106,3202,2289,45.0,1270,3.0,0.0,4.84344609282636,33.13374775942947,-0.9332023575638559,-155.82417582417582,0.0,Poor
155,ADANIPOWER,Mar 2022,27711,17830,9881.0,36.0,3908,4095,3118,6577,25.0,4912,13.0,0.0,17.725812854101257,35.6573201977554,5.682468250638806,286.7716535433071,74.50576427434618,Good
156,ADANIPOWER,Mar 2023,38773,28677,10096.0,26.0,4216,3334,3304,7675,-40.0,10727,28.0,0.0,27.666159440848016,26.038738297268715,39.919165674280976,118.38355048859937,47.772012554011084,Weak
157,ADANIPOWER,Mar 2024,50351,32124,18228.0,36.0,9883,3388,3931,20792,0.0,20829,54.0,0.0,41.36759945184802,36.20186292228556,29.860985737497735,94.17358068425467,48.07775199659056,Weak
158,ADANIPOWER,TTM,54650,33685,20965.0,38.0,2124,3235,4046,15808,,12686,33.0,,23.213174748398902,38.36230558096981,8.53806279914997,-39.094531662585815,12.361350326123443,Poor
159,AMBUJACEM,Dec 2012,9749,7276,2473.0,25.0,69,78,569,1896,32.0,1292,8.0,43.0,13.252641296543235,25.36670427736178,,,11.585803672171505,Poor
160,AMBUJACEM,Dec 2013,9161,7492,1669.0,18.0,390,67,494,1498,15.0,1278,8.0,44.0,13.950442091474729,18.218535094422005,-6.0313878346497045,-1.0835913312693513,8.227697322585207,Poor
161,AMBUJACEM,Dec 2014,9955,8022,1934.0,19.0,419,66,513,1774,16.0,1487,10.0,46.0,14.937217478653944,19.427423405323957,8.667176072481176,16.353677621283257,15.313563003946257,Poor
162,AMBUJACEM,Dec 2015,9437,7895,1542.0,16.0,353,92,630,1173,31.0,808,5.0,54.0,8.562043022146868,16.33993853979019,-5.203415369161224,-45.66240753194351,0.0,Poor
163,AMBUJACEM,Dec 2016,20094,16913,3181.0,16.0,441,153,1461,2008,29.0,1434,6.0,50.0,7.136458644371454,15.830596197870012,112.92783723640989,77.47524752475248,44.97073340490491,Weak
164,AMBUJACEM,Dec 2017,23609,19751,3858.0,16.0,335,206,1219,2768,30.0,1945,8.0,47.0,8.238383667245541,16.34122580371892,17.4927839155967,35.63458856345885,17.99935733710045,Poor
165,AMBUJACEM,Dec 2018,26041,22030,4011.0,15.0,232,170,1154,2919,-2.0,2973,11.0,14.0,11.416612265273992,15.402634307438271,10.301156338684404,52.853470437018004,20.676699326954164,Poor
166,AMBUJACEM,Dec 2019,27104,22507,4597.0,17.0,601,170,1153,3875,28.0,2783,11.0,14.0,10.267857142857142,16.960596221959857,4.082024499827197,-6.390850992263708,7.706770710957798,Poor
167,AMBUJACEM,Dec 2020,24516,19511,5006.0,20.0,288,140,1162,3992,22.0,3107,12.0,151.0,12.673356175558819,20.41931799641051,-9.548406139315235,11.642112827883588,10.346543589304469,Poor
168,AMBUJACEM,Dec 2021,28965,22755,6210.0,21.0,252,146,1152,5164,28.0,3711,14.0,45.0,12.812014500258934,21.439668565510097,18.14733235438082,19.43997425168973,17.792966240944818,Poor
169,AMBUJACEM,Mar 2023 15,38937,33815,5122.0,13.0,447,195,1645,3729,19.0,3024,13.0,19.0,7.766391863779952,13.154583044405063,34.42775763852926,-18.512530315278898,9.459337937105577,Poor
170,AMBUJACEM,Mar 2024,33160,26760,6400.0,19.0,1401,276,1623,5901,20.0,4738,16.0,12.0,14.288299155609169,19.300361881785282,-14.836787631301851,56.679894179894184,18.445219620936804,Poor
171,AMBUJACEM,TTM,32850,27028,5822.0,18.0,1230,298,1899,4856,,3871,13.0,,11.78386605783866,17.72298325722983,-0.9348612786489796,-18.29886027859856,5.005310483071039,Poor
172,APOLLOHOSP,Mar 2013,3769,3157,612.0,16.0,33,103,142,399,26.0,303,22.0,25.0,8.039267710267975,16.23772884054126,,,7.28309896524277,Poor
173,APOLLOHOSP,Mar 2014,4357,3681,676.0,16.0,18,119,168,407,25.0,315,23.0,25.0,7.229745237548772,15.515262795501492,15.600955160520025,3.960396039603964,10.735772649939877,Poor
174,APOLLOHOSP,Mar 2015,5129,4392,737.0,14.0,47,118,212,455,29.0,335,24.0,24.0,6.531487619418989,14.369272762721778,17.718613725040157,6.349206349206349,11.083792129491531,Poor
175,APOLLOHOSP,Mar 2016,6150,5465,684.0,11.0,92,180,264,332,29.0,235,17.0,35.0,3.8211382113821135,11.121951219512196,19.906414505751613,-29.850746268656714,2.494060476687274,Poor
176,APOLLOHOSP,Mar 2017,7256,6522,734.0,10.0,60,257,314,222,41.0,131,16.0,38.0,1.8054024255788312,10.115766262403527,17.98373983739838,-44.25531914893617,0.0,Poor
177,APOLLOHOSP,Mar 2018,8243,7442,801.0,10.0,24,295,359,171,65.0,60,8.0,59.0,0.7278903311901006,9.717335921387845,13.602535832414553,-54.19847328244275,0.0,Poor
178,APOLLOHOSP,Mar 2019,9617,8548,1070.0,11.0,26,327,396,373,47.0,200,17.0,35.0,2.0796506186960593,11.126130810023916,16.6686885842533,233.33333333333334,53.962138812133325,Average
179,APOLLOHOSP,Mar 2020,11247,9656,1591.0,14.0,222,533,620,660,34.0,432,33.0,18.0,3.841024273139504,14.145994487418868,16.94915254237288,116.00000000000001,31.98593613664209,Poor
180,APOLLOHOSP,Mar 2021,10560,9420,1140.0,11.0,103,449,573,221,38.0,137,10.0,29.0,1.2973484848484849,10.795454545454545,-6.108295545478793,-68.28703703703704,0.0,Poor
181,APOLLOHOSP,Mar 2022,14663,12474,2189.0,15.0,368,379,601,1578,30.0,1108,73.0,16.0,7.556434563186251,14.928732183045762,38.85416666666666,708.7591240875913,100.0,Excellent
182,APOLLOHOSP,Mar 2023,16612,14548,2065.0,12.0,75,381,615,1144,22.0,844,57.0,26.0,5.080664579821816,12.430772935227546,13.291959353474736,-23.826714801444048,3.1464801649209457,Poor
183,APOLLOHOSP,Mar 2024,19059,16665,2394.0,13.0,105,449,687,1362,33.0,935,63.0,26.0,4.905818773282963,12.56099480560365,14.730315434625574,10.781990521327023,10.342505264856504,Poor
184,APOLLOHOSP,TTM,20469,17725,2745.0,13.0,158,466,719,1719,,1224,82.0,,5.979774292833065,13.410523230250623,7.3980796474106825,30.909090909090907,13.478523368225424,Poor
185,ASIANPAINT,Mar 2013,10504,8767,1737.0,17.0,114,42,155,1655,30.0,1160,12.0,40.0,11.043412033511043,16.536557501904035,,,8.273990860624522,Poor
186,ASIANPAINT,Mar 2014,12220,10217,2004.0,16.0,124,48,246,1834,31.0,1263,13.0,42.0,10.335515548281506,16.399345335515548,16.336633663366328,8.879310344827584,13.063647066777897,Poor
187,ASIANPAINT,Mar 2015,13615,11372,2243.0,16.0,142,42,266,2077,31.0,1427,15.0,42.0,10.481087036356959,16.47447668013221,11.41571194762685,12.98495645288995,12.96680279505011,Poor
188,ASIANPAINT,Mar 2016,14271,11546,2725.0,19.0,213,49,276,2614,32.0,1803,18.0,41.0,12.634013033424427,19.09466750753276,4.818215203819309,26.348983882270495,15.752043979505117,Poor
189,ASIANPAINT,Mar 2017,15062,12068,2994.0,20.0,338,37,335,2960,32.0,2016,20.0,51.0,13.384676669764971,19.87783826849024,5.54270899025997,11.813643926788675,13.450025064886294,Poor
190,ASIANPAINT,Mar 2018,16825,13621,3204.0,19.0,336,41,360,3138,33.0,2098,21.0,41.0,12.469539375928678,19.043090638930163,11.704952861505769,4.067460317460325,12.608271640250871,Poor
191,ASIANPAINT,Mar 2019,19240,15475,3765.0,20.0,274,110,622,3306,33.0,2208,22.0,47.0,11.476091476091476,19.56860706860707,14.353640416047542,5.243088655862715,13.232755377791614,Poor
192,ASIANPAINT,Mar 2020,20211,16054,4157.0,21.0,355,102,780,3629,24.0,2774,28.0,43.0,13.725199148978279,20.568007520657066,5.046777546777537,25.6340579710145,16.42412910444901,Poor
193,ASIANPAINT,Mar 2021,21713,16857,4856.0,22.0,332,92,791,4304,26.0,3207,33.0,55.0,14.769953484087875,22.36448210749321,7.431596655286721,15.609228550829135,15.748495718697496,Poor
194,ASIANPAINT,Mar 2022,29101,24298,4804.0,17.0,296,95,816,4188,26.0,3085,32.0,61.0,10.60101027456101,16.50802377925157,34.02569889006586,-3.804178359837851,14.177014322189377,Poor
195,ASIANPAINT,Mar 2023,34489,28229,6260.0,18.0,431,144,858,5689,26.0,4195,43.0,60.0,12.163298442981821,18.150714720635566,18.514827669152268,35.98055105348461,19.993279693612592,Poor
196,ASIANPAINT,Mar 2024,35495,27910,7585.0,21.0,821,205,853,7348,24.0,5558,57.0,58.0,15.658543456824905,21.3692069305536,2.9168720461596465,32.491060786650785,18.189911682775637,Poor
197,ASIANPAINT,TTM,34831,28150,6681.0,19.0,616,227,916,6155,,4631,48.0,,13.295627458298643,19.181189170566448,-1.8706860121143865,-16.678661388988846,6.03317550843888,Poor
198,ATGL,Mar 2018,1374,1008,366.0,27.0,80,125,61,259,36.0,162,6.0,0.0,11.790393013100436,26.637554585152838,,,11.528384279475981,Poor
199,ATGL,Mar 2019,1719,1264,455.0,26.0,59,90,67,357,36.0,229,2.0,12.0,13.321698662012798,26.46887725421757,25.109170305676855,41.35802469135803,25.230611774276085,Poor
200,ATGL,Mar 2020,1875,1280,595.0,32.0,44,41,51,547,20.0,436,4.0,6.0,23.253333333333334,31.733333333333334,9.075043630017454,90.39301310043668,36.389611346090824,Weak
201,ATGL,Mar 2021,1696,991,704.0,42.0,30,40,63,631,25.0,463,4.0,6.0,27.299528301886795,41.509433962264154,-9.54666666666667,6.192660550458706,19.971887456003692,Poor
202,ATGL,Mar 2022,3038,2265,773.0,25.0,46,53,83,684,26.0,509,5.0,5.0,16.754443712969056,25.44437129690586,79.12735849056605,9.935205183585305,30.47215723779275,Poor
203,ATGL,Mar 2023,4378,3508,870.0,20.0,54,78,113,733,25.0,546,5.0,5.0,12.47144814984011,19.872087711283694,44.10796576695195,7.269155206286837,19.9784849529849,Poor
204,ATGL,Mar 2024,4475,3371,1104.0,25.0,62,111,158,896,26.0,668,6.0,4.0,14.927374301675977,24.670391061452516,2.215623572407499,22.344322344322354,16.791318792284518,Poor
205,ATGL,TTM,4826,3672,1153.0,24.0,52,106,199,900,,668,6.0,,13.841690841276419,23.891421467053462,7.8435754189944085,0.0,12.888648776297845,Poor
206,BAJAJ-AUTO,Mar 2013,20025,16370,3656.0,18.0,790,1,168,4277,29.0,3133,108.0,42.0,15.645443196004994,18.257178526841447,,,10.170786516853932,Poor
207,BAJAJ-AUTO,Mar 2014,20137,15974,4163.0,21.0,674,1,181,4655,31.0,3380,117.0,43.0,16.785022595222724,20.673387297015445,0.5593008739076089,7.883817427385886,12.926146627930148,Poor
208,BAJAJ-AUTO,Mar 2015,21595,17467,4128.0,19.0,228,6,267,4083,31.0,3026,105.0,48.0,14.012502894188469,19.115536003704563,7.240403237820936,-10.473372781065093,9.291817760719077,Poor
209,BAJAJ-AUTO,Mar 2016,22574,17781,4793.0,21.0,1194,1,307,5679,28.0,4061,140.0,39.0,17.989722689820148,21.23239124656685,4.533456818708026,34.20356906807667,19.51403935827304,Poor
210,BAJAJ-AUTO,Mar 2017,21755,17326,4429.0,20.0,1468,1,307,5588,27.0,4079,141.0,39.0,18.7497127097219,20.358538267065043,-3.6280676884911878,0.4432405811376494,11.095509871565374,Poor
211,BAJAJ-AUTO,Mar 2018,25210,20364,4846.0,19.0,1404,1,315,5933,29.0,4219,146.0,41.0,16.735422451408173,19.22253074176914,15.881406573201563,3.432213777886739,14.650110028170856,Poor
212,BAJAJ-AUTO,Mar 2019,30358,25160,5198.0,17.0,2028,4,266,6956,29.0,4928,170.0,35.0,16.2329534224916,17.12234007510376,20.420468068226903,16.804930078217595,17.45166767856751,Poor
