id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,net_profit_margin,operating_profit_margin,revenue_growth_pct,profit_growth_pct,health_score,health_band
1082,SHREECEM,Jun 2013,5418,3857,1561.0,29.0,187,193,436,1119,10.0,1004,288.0,7.0,18.530823181985973,28.811369509043928,,,14.20265780730897,Poor
1083,SHREECEM,Jun 2014,5715,4325,1390.0,24.0,104,129,550,815,3.0,787,226.0,10.0,13.770778652668417,24.32195975503062,5.481727574750828,-21.613545816733073,8.20145787391326,Poor
1084,SHREECEM,Jun 2015,6259,4916,1344.0,21.0,102,121,925,401,-6.0,426,122.0,20.0,6.806199073334398,21.47307876657613,9.518810148731415,-45.870393900889454,1.2134666015415494,Poor
1085,SHREECEM,Mar 2016 9m,5514,4107,1407.0,26.0,673,76,828,1176,3.0,1143,328.0,7.0,20.729053318824807,25.516866158868336,-11.902859881770256,168.3098591549296,45.15517569793981,Weak
1086,SHREECEM,Mar 2017,8594,6081,2513.0,29.0,362,129,1215,1531,13.0,1339,384.0,36.0,15.580637654177332,29.24133116127531,55.85781646717447,17.147856517935267,28.047725241657737,Poor
1087,SHREECEM,Mar 2018,9833,7360,2473.0,25.0,389,135,899,1827,24.0,1384,397.0,13.0,14.075053391640393,25.15000508491813,14.417035140795909,3.3607169529499714,15.323067961716733,Poor
1088,SHREECEM,Mar 2019,12555,9758,2797.0,22.0,69,248,1472,1146,11.0,1015,289.0,21.0,8.084428514536041,22.277976901632815,27.68229431506153,-26.661849710982654,9.312810545666434,Poor
1089,SHREECEM,Mar 2020,12868,9098,3771.0,29.0,263,291,1808,1934,20.0,1544,426.0,26.0,11.998756605533105,29.305253341622628,2.49303066507367,52.11822660098522,23.313454437358498,Poor
1090,SHREECEM,Mar 2021,13560,9468,4091.0,30.0,426,251,1262,3004,24.0,2337,646.0,9.0,17.234513274336283,30.169616519174042,5.37768106931924,51.36010362694301,25.568795877305547,Poor
1091,SHREECEM,Mar 2022,15010,11300,3710.0,25.0,544,263,1146,2892,19.0,1269,352.0,14.0,8.454363757495004,24.716855429713526,10.693215339233042,-45.699614890885755,2.9500858458320156,Poor
1092,SHREECEM,Mar 2023,17852,14893,2960.0,17.0,459,263,1661,1495,15.0,2369,664.0,28.0,13.270221823885278,16.580775263275825,18.93404397068621,86.68242710795901,30.078593341877376,Poor
1093,SHREECEM,Mar 2024,20521,16003,4518.0,22.0,597,258,1897,2959,19.0,1733,480.0,16.0,8.445007553238145,22.01647093221578,14.950705803271337,-26.846770789362594,6.759230548417926,Poor
1094,SHREECEM,TTM,19802,15576,4226.0,21.0,618,229,2566,2049,,1733,480.0,,8.751641248358752,21.34127865872134,-3.50372788850446,0.0,8.327130394423136,Poor
1095,SHRIRAMFIN,Mar 2013,7009,1738,2179.0,31.0,7,3092,23,2163,32.0,1463,12.0,11.0,20.873163076045085,31.088600370951635,,,15.588529034099016,Poor
1096,SHRIRAMFIN,Mar 2014,8476,2244,1999.0,24.0,4,4233,33,1970,31.0,1358,11.0,12.0,16.021708352996697,23.58423784804153,20.93023255813953,-7.177033492822971,14.632423673374777,Poor
1097,SHRIRAMFIN,Mar 2015,9177,2781,1691.0,18.0,2,4706,43,1650,38.0,1028,8.0,22.0,11.201917838073443,18.426501035196686,8.270410571024067,-24.300441826215025,5.682519410942847,Poor
1098,SHRIRAMFIN,Mar 2016,10359,3447,1824.0,18.0,3,5088,38,1789,34.0,1184,9.0,19.0,11.429674679023073,17.607877208224732,12.880026152337365,15.175097276264582,14.32229025189473,Poor
1099,SHRIRAMFIN,Mar 2017,10903,3712,1972.0,18.0,1,5219,35,1938,35.0,1266,10.0,7.0,11.611483078051913,18.08676511052004,5.251472149821401,6.92567567567568,11.344904021671002,Poor
1100,SHRIRAMFIN,Mar 2018,13502,3288,3805.0,28.0,127,6409,37,3896,35.0,2549,20.0,10.0,18.878684639312695,28.181010220708043,23.837475924057607,101.34281200631912,39.15396604408157,Weak
1101,SHRIRAMFIN,Mar 2019,15536,4171,3801.0,24.0,20,7564,43,3778,32.0,2576,20.0,11.0,16.580844490216272,24.465756951596294,15.064434898533552,1.0592389172224381,15.538715195694966,Poor
1102,SHRIRAMFIN,Mar 2020,16561,4683,3565.0,22.0,14,8313,141,3439,27.0,2512,20.0,5.0,15.168166173540246,21.526477869693856,6.597579814624099,-2.4844720496894457,11.83101476595716,Poor
1103,SHRIRAMFIN,Mar 2021,17422,4932,3402.0,20.0,14,9089,137,3278,24.0,2499,18.0,18.0,14.343932958328551,19.527034783606933,5.19896141537346,-0.5175159235668803,11.097579420941962,Poor
1104,SHRIRAMFIN,Mar 2022,19255,5816,3666.0,19.0,18,9773,135,3549,24.0,2721,20.0,20.0,14.131394443001819,19.03921059465074,10.521180117093332,8.88355342136855,13.832128218988142,Poor
1105,SHRIRAMFIN,Mar 2023,30492,8706,8799.0,29.0,16,12987,601,8214,27.0,6020,32.0,22.0,19.742883379247015,28.856749311294767,58.358867826538564,121.24219037118706,50.50010144670766,Average
1106,SHRIRAMFIN,Mar 2024,36388,10278,10523.0,29.0,25,15588,588,9960,26.0,7399,39.0,23.0,20.333626470264925,28.918874354182698,19.33621933621934,22.906976744186046,23.224389463415363,Poor
1107,SHRIRAMFIN,TTM,39864,11228,11416.0,29.0,1800,17220,628,12588,,9454,50.0,,23.715633152719246,28.637367047963075,9.552599758162028,27.77402351669145,23.17122471517539,Poor
1108,SIEMENS,Sep 2011,11955,10784,1171.0,10.0,299,26,154,1290,33.0,868,,24.0,7.26056043496445,9.795064826432455,,,5.1166875784190715,Poor
1109,SIEMENS,Sep 2014,10678,10559,119.0,1.0,985,31,229,844,28.0,603,17.0,35.0,5.6471249297621275,1.1144409065368046,-10.681723128398158,-30.52995391705069,0.0,Poor
1110,SIEMENS,Sep 2015,10563,9565,998.0,9.0,943,30,224,1688,30.0,1174,33.0,30.0,11.114266780270757,9.448073463978037,-1.0769807079977545,94.69320066334991,24.89194606434507,Poor
1111,SIEMENS,Sep 2016,10837,9815,1021.0,9.0,3156,11,228,3938,26.0,2914,82.0,41.0,26.889360524130296,9.421426594075852,2.59396004922845,148.21124361158434,41.0542768676244,Weak
1112,SIEMENS,Sep 2017,11065,10008,1056.0,10.0,818,8,198,1669,32.0,1137,32.0,22.0,10.275643922277451,9.543605964753727,2.103903294269638,-60.98146877144819,0.0,Poor
1113,SIEMENS,Sep 2018,12795,11468,1327.0,10.0,280,8,198,1402,36.0,901,25.0,28.0,7.041813208284486,10.371238765142634,15.634884771802993,-20.75637642919965,4.199617260548805,Poor
1114,SIEMENS,Sep 2019,13084,11594,1490.0,11.0,398,12,199,1678,34.0,1099,31.0,23.0,8.399571996331396,11.38795475389789,2.2586948026572795,21.97558268590456,10.783113522781154,Poor
1115,SIEMENS,Sep 2020,9946,8944,1003.0,10.0,315,30,252,1036,26.0,769,22.0,32.0,7.7317514578725115,10.08445606273879,-23.98349128706817,-30.02729754322111,0.0,Poor
1116,SIEMENS,Sep 2021,13198,11746,1452.0,11.0,321,24,297,1452,25.0,1089,31.0,26.0,8.25125018942264,11.001666919230187,32.69656143173134,41.61248374512354,20.637684167966825,Poor
1117,SIEMENS,Sep 2022,16138,14278,1860.0,12.0,487,36,317,1993,23.0,1543,43.0,23.0,9.561283926137069,11.525591770975337,22.27610243976359,41.689623507805315,19.119207898647502,Poor
1118,SIEMENS,Sep 2023,19554,17067,2487.0,13.0,496,23,321,2640,26.0,1962,55.0,18.0,10.03375268487266,12.718625345197914,21.16743090841493,27.15489306545691,16.49017820379554,Poor
1119,SIEMENS,Sep 2024,22240,19136,3104.0,14.0,925,60,330,3639,25.0,2718,76.0,16.0,12.221223021582734,13.956834532374101,13.736319934540253,38.53211009174311,18.307103271443722,Poor
1120,SUNPHARMA,Mar 2013,11131,6346,4784.0,43.0,-90,43,336,4315,20.0,3469,14.0,9.0,31.165214266463032,42.979067469230074,,,22.24328452070793,Poor
1121,SUNPHARMA,Mar 2014,16080,9078,7003.0,44.0,-1968,44,409,4581,15.0,3879,15.0,10.0,24.12313432835821,43.55099502487562,44.46141406881681,11.818968002306129,31.558315220194736,Poor
1122,SUNPHARMA,Mar 2015,27392,19498,7894.0,29.0,283,579,1195,6403,14.0,5476,22.0,14.0,19.99123831775701,28.818633177570092,70.34825870646766,41.170404743490586,36.94669413858978,Weak
1123,SUNPHARMA,Mar 2016,28487,20313,8174.0,29.0,-42,523,1038,6571,14.0,5658,19.0,5.0,19.861691297784954,28.693790149892934,3.99751752336448,3.323593864134411,16.030866711803142,Poor
1124,SUNPHARMA,Mar 2017,31578,21476,10102.0,32.0,610,400,1265,9048,13.0,7846,29.0,12.0,24.846412059028438,31.99062638545823,10.850563414891013,38.670908448214924,26.95540590596719,Poor
1125,SUNPHARMA,Mar 2018,26489,20858,5631.0,21.0,-135,518,1500,3479,26.0,2542,9.0,23.0,9.596436256559326,21.257880629695343,-16.115650136170757,-67.60132551618659,0.0,Poor
1126,SUNPHARMA,Mar 2019,29066,22689,6377.0,22.0,-258,555,1753,3810,16.0,3208,11.0,25.0,11.036950388770386,21.939723388151105,9.728566574804631,26.199842643587722,17.078683976754917,Poor
1127,SUNPHARMA,Mar 2020,32838,25855,6983.0,21.0,382,303,2053,5010,16.0,4172,16.0,25.0,12.704793227358548,21.264997868323285,12.977361866097837,30.049875311720697,18.796384764268257,Poor
1128,SUNPHARMA,Mar 2021,33498,25028,8470.0,25.0,-3449,141,2080,2799,18.0,2272,12.0,62.0,6.782494477282226,25.285091647262526,2.009866617942624,-45.54170661553212,0.9139078378455263,Poor
1129,SUNPHARMA,Mar 2022,38654,28397,10258.0,27.0,-3505,127,2144,4481,24.0,3389,14.0,73.0,8.767527293423708,26.538003828840484,15.39196369932534,49.1637323943662,23.502798555417563,Poor
1130,SUNPHARMA,Mar 2023,43886,32235,11650.0,27.0,459,172,2529,9408,9.0,8513,35.0,33.0,19.39798569019733,26.546051132479608,13.535468515548189,151.19504278548246,46.729313307009214,Weak
1131,SUNPHARMA,Mar 2024,48497,35479,13018.0,28.0,865,238,2557,11088,13.0,9610,40.0,34.0,19.815658700538176,26.84289749881436,10.506767534065542,12.88617408669095,18.67615518395706,Poor
1132,SUNPHARMA,TTM,50308,36249,14059.0,27.0,1571,239,2554,12837,,11117,46.0,,22.09787707720442,27.94585354218017,3.7342516031919404,15.681581685744007,18.896285843602566,Poor
1133,TATACONSUM,Mar 2013,7351,6581,770.0,10.0,56,84,105,637,26.0,445,6.0,36.0,6.0535981499115765,10.474765338049245,,,4.958509046388246,Poor
1134,TATACONSUM,Mar 2014,7738,6986,752.0,10.0,170,87,129,707,26.0,510,7.0,29.0,6.590850348927371,9.7182734556733,5.264589851720847,14.606741573033698,8.86700342633111,Poor
1135,TATACONSUM,Mar 2015,7993,7201,792.0,10.0,-77,82,133,500,43.0,273,4.0,6.0,3.415488552483423,9.908670086325534,3.295425174463684,-46.470588235294116,0.0,Poor
1136,TATACONSUM,Mar 2016,6637,6271,366.0,6.0,38,117,117,170,99.0,-37,0.0,-999.0,-0.5574807895133344,5.514539701672443,-16.964844238708864,-113.55311355311355,0.0,Poor
1137,TATACONSUM,Mar 2017,6780,5988,791.0,12.0,88,43,126,662,30.0,455,6.0,38.0,6.710914454277287,11.666666666666666,2.154587916227202,-1329.7297297297296,0.0,Poor
1138,TATACONSUM,Mar 2018,6815,5976,839.0,12.0,73,52,116,753,25.0,556,8.0,30.0,8.158473954512106,12.311078503301541,0.5162241887905594,22.197802197802208,10.683671014662647,Poor
1139,TATACONSUM,Mar 2019,7252,6466,786.0,11.0,124,78,123,735,36.0,457,6.0,39.0,6.301709873138445,10.83838940981798,6.4123257520176,-17.805755395683455,2.863343856153756,Poor
1140,TATACONSUM,Mar 2020,9637,8345,1292.0,13.0,-163,69,242,809,34.0,460,5.0,54.0,4.77326968973747,13.406661824219155,32.88747931605074,0.6564551422319376,12.162766345843522,Poor
1141,TATACONSUM,Mar 2021,11602,10058,1544.0,13.0,91,73,255,1311,24.0,930,9.0,44.0,8.015859334597483,13.308050336148941,20.39016291376985,102.17391304347827,30.90998809267355,Poor
1142,TATACONSUM,Mar 2022,12425,10707,1719.0,14.0,88,87,278,1456,26.0,1015,10.0,60.0,8.169014084507042,13.835010060362174,7.093604550939503,9.139784946236551,9.847885142895976,Poor
1143,TATACONSUM,Mar 2023,13783,11927,1856.0,13.0,328,130,304,1794,25.0,1320,12.0,65.0,9.577015163607342,13.465863745193355,10.929577464788732,30.04926108374384,15.108631382346724,Poor
1144,TATACONSUM,Mar 2024,15206,12922,2284.0,15.0,-81,87,377,1696,23.0,1215,12.0,64.0,7.9902669998684726,15.020386689464685,10.324312558949433,-7.954545454545459,7.377149527680741,Poor
1145,TATACONSUM,TTM,16297,13802,2496.0,15.0,-168,268,499,1560,,1170,12.0,,7.1792354421059095,15.315702276492607,7.174799421281075,-3.703703703703709,7.442700459095027,Poor
1146,TATAMOTORS,Mar 2013,188793,164197,24596.0,13.0,213,3560,7601,13647,28.0,9976,35.0,6.0,5.284094219595007,13.02802540348424,,,5.493635886923774,Poor
1147,TATAMOTORS,Mar 2014,232834,197980,34853.0,15.0,-157,4749,11078,18869,25.0,14050,48.0,5.0,6.034342063444342,14.96903373218688,23.327665750319127,40.83801122694466,19.134148134142123,Poor
1148,TATAMOTORS,Mar 2015,263159,223920,39239.0,15.0,714,4861,13389,21703,35.0,14073,48.0,0.0,5.347717539586334,14.910757374819026,13.024300574658332,0.1637010676156514,8.715142802776406,Poor
1149,TATAMOTORS,Mar 2016,273046,234650,38395.0,14.0,-2670,4889,16711,14126,21.0,11678,40.0,1.0,4.276935021937695,14.061733187814507,3.757044220414274,-17.01840403609749,2.849328499789017,Poor
1150,TATAMOTORS,Mar 2017,269693,240104,29589.0,11.0,1869,4238,17905,9315,35.0,7557,26.0,0.0,2.8020749518897414,10.971363735803303,-1.2279982127553546,-35.28857681109779,0.0,Poor
1151,TATAMOTORS,Mar 2018,291550,260093,31458.0,11.0,5933,4682,21554,11155,39.0,9091,31.0,0.0,3.1181615503344196,10.789915966386554,8.104400188362316,20.299060473732954,9.853115387435345,Poor
1152,TATAMOTORS,Mar 2019,301938,277274,24664.0,8.0,-26686,5759,23591,-31371,-8.0,-28724,-100.0,0.0,-9.513211321529585,8.16856440726242,3.5630252100840254,-415.9608403915961,0.0,Poor
1153,TATAMOTORS,Mar 2020,261068,243081,17987.0,7.0,102,7243,21425,-10580,4.0,-11975,-39.0,0.0,-4.586927543781696,6.889775843841452,-13.535891474408658,-58.310123938170165,0.0,Poor
1154,TATAMOTORS,Mar 2021,249795,217507,32287.0,13.0,-11118,8097,23547,-10474,24.0,-13395,-41.0,0.0,-5.362397165675854,12.92539882703817,-4.31803208359508,11.858037578288094,3.7769015973472975,Poor
1155,TATAMOTORS,Mar 2022,278454,253734,24720.0,9.0,2424,9312,24836,-7003,60.0,-11309,-34.0,0.0,-4.061353042154179,8.877588398801956,11.47300786645049,-15.572974990668165,0.6248771821507981,Poor
1156,TATAMOTORS,Mar 2023,345967,314151,31816.0,9.0,6664,10225,24860,3394,21.0,2690,7.0,32.0,0.7775308049611668,9.196252821800924,24.245656374122838,-123.7863648421611,0.0,Poor
1157,TATAMOTORS,Mar 2024,437928,378389,59538.0,14.0,5673,9986,27270,27955,-14.0,31807,94.0,7.0,7.263066074788551,13.595385542828959,26.580858868042334,1082.4163568773233,100.0,Excellent
1158,TATAMOTORS,TTM,440061,379564,60497.0,14.0,6617,8841,26580,31693,,33816,99.0,,7.684389209677748,13.747412290568809,0.4870663670740294,6.316219700066017,7.790197663501976,Poor
1159,TATAPOWER,Mar 2013,33177,27583,5595.0,17.0,375,2642,2052,1277,92.0,123,0.0,-319.0,0.37073876480694457,16.864092594267113,,,5.170449407722217,Poor
1160,TATAPOWER,Mar 2014,35726,28810,6916.0,19.0,229,3440,2730,975,99.0,12,-1.0,-114.0,0.033588982813637126,19.35845042825953,7.683033426771568,-90.2439024390244,0.0,Poor
1161,TATAPOWER,Mar 2015,33593,27292,6301.0,19.0,1056,3699,2174,1484,72.0,457,1.0,210.0,1.3604024647992141,18.756883874616737,-5.970441695123996,3708.3333333333335,100.0,Excellent
1162,TATAPOWER,Mar 2016,29494,27389,2105.0,7.0,4060,3236,1649,1281,53.0,786,2.0,53.0,2.664948803146403,7.137044822675799,-12.20194683416188,71.99124726477024,14.898458173868331,Poor
1163,TATAPOWER,Mar 2017,27588,22114,5473.0,20.0,1297,3365,1956,1450,24.0,1100,3.0,39.0,3.9872408293460926,19.838335508191967,-6.4623313216247364,39.94910941475827,13.845028519888125,Poor
1164,TATAPOWER,Mar 2018,26840,24545,2295.0,9.0,6586,3761,2346,2773,6.0,2611,9.0,15.0,9.728017883755587,8.550670640834575,-2.7113237639553422,137.36363636363635,32.41406907731325,Poor
1165,TATAPOWER,Mar 2019,29881,26811,3070.0,10.0,7186,4170,2393,3693,29.0,2606,9.0,15.0,8.721261001974499,10.27408721261002,11.330104321907598,-0.19149751053236796,7.926325826650402,Poor
1166,TATAPOWER,Mar 2020,29136,22331,6805.0,23.0,2280,4494,2634,1958,33.0,1316,4.0,41.0,4.516749038989566,23.355985722130697,-2.4932231183695364,-49.501151189562556,0.0,Poor
1167,TATAPOWER,Mar 2021,32703,25782,6921.0,21.0,1775,4010,2745,1941,26.0,1439,4.0,44.0,4.400207931994006,21.163196037060818,12.242586490939033,9.346504559270507,11.986839400758356,Poor
1168,TATAPOWER,Mar 2022,42816,35785,7031.0,16.0,2486,3859,3122,2535,15.0,2156,5.0,32.0,5.035500747384155,16.421431240657697,30.923768461609026,49.826268241834605,22.587086937101283,Poor
1169,TATAPOWER,Mar 2023,55109,47381,7728.0,14.0,5540,4372,3439,5457,30.0,3810,10.0,19.0,6.913571285996843,14.023117821045563,28.711229446935715,76.71614100185529,27.366480821870923,Poor
1170,TATAPOWER,Mar 2024,61449,50714,10735.0,17.0,3416,4633,3786,5732,25.0,4280,12.0,17.0,6.965125551270159,17.469771680580646,11.504472953601041,12.335958005249337,12.098555361325317,Poor
1171,TATAPOWER,TTM,63489,52432,11057.0,17.0,3708,4549,3927,6289,,4403,12.0,,6.935059616626502,17.415615303438393,3.3198261973343746,2.87383177570093,8.54393407062653,Poor
1172,TATASTEEL,Mar 2013,134712,130746,3965.0,3.0,1445,3968,5575,-4133,78.0,-7272,-6.0,-11.0,-5.398182789951898,2.943316111408041,,,0.0,Poor
1173,TATASTEEL,Mar 2014,148614,132430,16184.0,11.0,716,4337,5841,6722,45.0,3665,3.0,27.0,2.466120284764558,10.889956531686112,10.319793336896499,-150.39878987898788,0.0,Poor
1174,TATASTEEL,Mar 2015,139504,136095,3409.0,2.0,5994,4848,5944,-1388,99.0,-3939,-3.0,-20.0,-2.8235749512558783,2.4436575295332035,-6.129974295826768,-207.47612551159617,0.0,Poor
1175,TATASTEEL,Mar 2016,101965,102590,-625.0,-1.0,10346,4221,5306,193,99.0,-497,0.0,-203.0,-0.4874221546609131,-0.6129554258814298,-26.908905837825436,-87.38258441228737,0.0,Poor
1176,TATASTEEL,Mar 2017,112299,99156,13144.0,12.0,-3789,5072,5673,-1391,99.0,-4169,-4.0,-23.0,-3.712410618082084,11.704467537555988,10.13485019369391,738.8329979879276,100.0,Excellent
1177,TATASTEEL,Mar 2018,123249,101816,21433.0,17.0,10898,5455,5742,21135,16.0,17743,12.0,9.0,14.396060008600475,17.38999910749783,9.75075468169797,-525.5936675461742,0.0,Poor
1178,TATASTEEL,Mar 2019,157669,128351,29318.0,19.0,1524,7660,7342,15841,42.0,9122,9.0,15.0,5.785538057576315,18.59465081912107,27.92720427751949,-48.5881756185538,3.181862394802355,Poor
1179,TATASTEEL,Mar 2020,139817,122354,17463.0,12.0,-2884,7533,8441,-1395,-99.0,1174,1.0,74.0,0.8396689959017859,12.489897508886616,-11.322454001737814,-87.13001534751152,0.0,Poor
1180,TATASTEEL,Mar 2021,156294,125790,30504.0,20.0,180,7607,9234,13844,41.0,8190,6.0,40.0,5.240124380974318,19.517063994779072,11.784689987626674,597.6149914821124,100.0,Excellent
1181,TATASTEEL,Mar 2022,243959,180469,63490.0,26.0,1300,5462,9101,50227,17.0,41749,33.0,16.0,17.113121467131773,26.02486483384503,56.089805110880775,409.7557997557997,100.0,Excellent
1182,TATASTEEL,Mar 2023,243353,211053,32300.0,13.0,1569,6299,9335,18235,56.0,8075,7.0,50.0,3.3182249653795104,13.272899861518042,-0.24840239548448162,-80.65821935854751,0.0,Poor
1183,TATASTEEL,Mar 2024,229171,206923,22248.0,10.0,-6005,7508,9882,-1147,99.0,-4910,-4.0,-101.0,-2.1425049417247384,9.70803461170916,-5.827748168298729,-160.80495356037153,0.0,Poor
1184,TATASTEEL,TTM,221012,195697,25314.0,11.0,371,7394,10269,8022,,2527,2.0,,1.1433768302173637,11.453676723435832,-3.5602235884994227,-151.4663951120163,0.0,Poor
1185,TCS,Mar 2013,62989,44950,18040.0,29.0,1178,48,1080,18090,22.0,14076,36.0,31.0,22.346758957913288,28.639921256092332,,,15.296004064201686,Poor
1186,TCS,Mar 2014,81809,56657,25153.0,31.0,1637,39,1349,25402,24.0,19332,49.0,33.0,23.630651884267014,30.746005940666677,29.878232707298103,37.34015345268542,29.75667457947681,Poor
1187,TCS,Mar 2015,94648,70167,24482.0,26.0,3720,104,1799,26298,24.0,20060,51.0,78.0,21.194320006761895,25.866368016228552,15.693872312337277,3.7657769501344918,18.010136259391487,Poor
1188,TCS,Mar 2016,108646,77969,30677.0,28.0,3084,33,1888,31840,24.0,24338,62.0,35.0,22.401192864900686,28.2357380851573,14.78953596483814,21.326021934197414,22.414190864824505,Poor
1189,TCS,Mar 2017,117966,85655,32311.0,27.0,4221,32,1987,34513,24.0,26357,67.0,35.0,22.342878456504415,27.390095451231712,8.578318575925481,8.295669323691346,18.2946897522442,Poor
1190,TCS,Mar 2018,123104,90588,32516.0,26.0,3642,52,2014,34092,24.0,25880,67.0,37.0,21.02287496750715,26.41343904341045,4.355492260481841,-1.8097659065902771,14.74003947405359,Poor
1191,TCS,Mar 2019,146463,106957,39506.0,27.0,4311,198,2056,41563,24.0,31562,84.0,36.0,21.549469831971216,26.973365286795982,18.975012997140638,21.955177743431232,22.742888683744532,Poor
1192,TCS,Mar 2020,156949,114840,42109.0,27.0,4592,924,3529,42248,23.0,32447,86.0,85.0,20.673594607165384,26.829734499741953,7.1594873790650215,2.804004815917871,16.24369717106878,Poor
1193,TCS,Mar 2021,164177,117631,46546.0,28.0,1916,637,4065,43760,26.0,32562,88.0,43.0,19.833472410873632,28.351108864213625,4.605317650956686,0.35442413782476034,15.447322740282466,Poor
1194,TCS,Mar 2022,191754,138697,53057.0,28.0,4018,784,4604,51687,26.0,38449,105.0,41.0,20.051211448001087,27.669305464292794,16.79711530847805,18.079356304895278,21.29144939636283,Poor
1195,TCS,Mar 2023,225458,166199,59259.0,26.0,3449,779,5022,56907,26.0,42303,115.0,100.0,18.763139919630266,26.283831134845514,17.576686796624852,10.02366771567531,19.034162218802763,Poor
1196,TCS,Mar 2024,240893,176597,64296.0,27.0,3464,778,4985,61997,26.0,46099,127.0,58.0,19.136712150207767,26.690688396923118,6.846064455463985,8.973358863437575,16.912104827919578,Poor
1197,TCS,TTM,252082,184491,67591.0,27.0,4091,795,5109,65778,,49006,135.0,,19.440499519997463,26.813100499043962,4.64480080367633,6.305993622421302,16.066238890931952,Poor
1198,TECHM,Mar 2013,6873,5451,1422.0,21.0,-141,103,200,978,24.0,1307,25.0,5.0,19.01644114651535,20.689655172413794,,,11.911828895678743,Poor
1199,TECHM,Mar 2014,18802,14630,4172.0,22.0,244,80,522,3815,20.0,3062,32.0,15.0,16.28550154238911,22.189128816083397,173.5632183908046,134.27697016067327,73.11042681783732,Good
1200,TECHM,Mar 2015,22621,18428,4193.0,19.0,106,69,611,3618,27.0,2659,27.0,22.0,11.754564342867248,18.535873745634586,20.311668971386034,-13.161332462442843,10.517198728339189,Poor
1201,TECHM,Mar 2016,26494,22234,4260.0,16.0,453,97,759,3857,22.0,3027,31.0,35.0,11.425228353589493,16.0791122518306,17.121259007117274,13.839789394509205,14.443511861951324,Poor
1202,TECHM,Mar 2017,29141,24956,4184.0,14.0,775,129,978,3853,26.0,2851,29.0,28.0,9.783466593459387,14.357777701520194,9.990941345210235,-5.814337628014532,8.077694031933017,Poor
1203,TECHM,Mar 2018,30773,26063,4710.0,15.0,1417,162,1085,4879,22.0,3786,39.0,33.0,12.302992883371786,15.305625060930037,5.600356885487812,32.79551034724657,15.961758829837422,Poor
1204,TECHM,Mar 2019,34742,28471,6271.0,18.0,534,133,1129,5543,23.0,4289,44.0,29.0,12.345288123884636,18.050198606873526,12.89767003542066,13.285789751716859,14.355337976654951,Poor
1205,TECHM,Mar 2020,36868,31365,5503.0,15.0,1192,192,1446,5058,23.0,3897,42.0,32.0,10.570142128675274,14.926223283063903,6.11939439295377,-9.139659594311034,7.044856583250299,Poor
1206,TECHM,Mar 2021,37855,31059,6796.0,18.0,788,174,1458,5953,27.0,4353,46.0,89.0,11.499141460837405,17.952714304583278,2.6771183682326116,11.701308698999235,11.711242143072575,Poor
1207,TECHM,Mar 2022,44646,36626,8020.0,18.0,1115,163,1520,7452,24.0,5630,57.0,47.0,12.610312234018725,17.963535367110158,17.939506009774142,29.33609005283713,18.62727349286092,Poor
1208,TECHM,Mar 2023,53290,45527,7763.0,15.0,965,326,1957,6446,25.0,4857,50.0,91.0,9.11428035278664,14.567461062112965,19.361196971733197,-13.730017761989345,8.23075826641865,Poor
1209,TECHM,Mar 2024,51996,47489,4506.0,9.0,927,392,1817,3224,26.0,2397,24.0,150.0,4.60996999769213,8.666051234710363,-2.4282229311315406,-50.6485484867202,0.0,Poor
1210,TECHM,TTM,52476,46253,6223.0,12.0,1072,295,1852,5148,,3775,38.0,,7.193764768656148,11.858754478237671,0.9231479344564919,57.488527325823945,17.398090826124236,Poor
1211,TITAN,Mar 2013,10123,9109,1014.0,10.0,99,51,56,1006,28.0,725,8.0,26.0,7.161908525140769,10.01679344067964,,,5.153610589746123,Poor
1212,TITAN,Mar 2014,10927,9880,1047.0,10.0,117,87,68,1010,27.0,735,8.0,25.0,6.726457399103139,9.581769927702021,7.942309592018182,1.379310344827589,6.756792185410703,Poor
1213,TITAN,Mar 2015,11913,10761,1153.0,10.0,67,81,90,1049,22.0,816,9.0,25.0,6.849660035255603,9.678502476286411,9.023519721790052,11.020408163265305,8.967234330473676,Poor
1214,TITAN,Mar 2016,11276,10337,939.0,8.0,69,42,98,868,22.0,675,8.0,29.0,5.9861653068464,8.32742107130188,-5.347099806933597,-17.279411764705888,0.0,Poor
1215,TITAN,Mar 2017,13261,12097,1164.0,9.0,-42,38,111,973,28.0,697,8.0,32.0,5.256013875273358,8.777618580800844,17.603760198651997,3.2592592592592506,8.38269362840451,Poor
1216,TITAN,Mar 2018,16120,14476,1644.0,10.0,70,53,131,1530,28.0,1102,13.0,29.0,6.836228287841191,10.198511166253102,21.55946007088454,58.10616929698709,21.043547709802617,Poor
1217,TITAN,Mar 2019,19779,17785,1994.0,10.0,178,53,163,1957,29.0,1389,16.0,32.0,7.022599726983164,10.081399464078062,22.6985111662531,26.043557168784037,14.879613424325795,Poor
1218,TITAN,Mar 2020,21052,18589,2463.0,12.0,153,166,348,2102,29.0,1493,17.0,24.0,7.091962758882767,11.69960098802964,6.4361191162343845,7.487401007919359,8.42217314890447,Poor
1219,TITAN,Mar 2021,21644,19919,1725.0,8.0,180,203,375,1327,27.0,974,11.0,37.0,4.500092404361486,7.969876178155609,2.8120843625308867,-34.7622237106497,0.0,Poor
